epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP75(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
688,11632.4,0.33351,0.37586,1.00968,0.80744,0.82515,0.83718,0.78665,0.7376,0.68937,0.75424,1.24047,0.0031987,0.0031987,0.0031987
689,11649.3,0.33269,0.37093,1.01053,0.82459,0.81906,0.843,0.78906,0.74098,0.68233,0.75301,1.21936,0.0031888,0.0031888,0.0031888
690,11666,0.34369,0.38199,1.0086,0.82076,0.80739,0.85554,0.80053,0.75424,0.67718,0.72675,1.21594,0.0031789,0.0031789,0.0031789
691,11682.5,0.33173,0.34891,1.01675,0.83169,0.82329,0.86258,0.80689,0.76234,0.676,0.71979,1.20863,0.003169,0.003169,0.003169
692,11699.6,0.34484,0.3794,1.02305,0.82137,0.82083,0.86409,0.80794,0.76388,0.67925,0.71219,1.2123,0.0031591,0.0031591,0.0031591
693,11716.4,0.33889,0.36943,1.00776,0.83067,0.81417,0.85815,0.80377,0.75867,0.67585,0.72138,1.20329,0.0031492,0.0031492,0.0031492
694,11733.3,0.34063,0.37415,1.01671,0.84449,0.78919,0.84331,0.78841,0.74413,0.67173,0.73846,1.19533,0.0031393,0.0031393,0.0031393
695,11750.3,0.32979,0.35401,1.004,0.81886,0.81159,0.84729,0.79326,0.74893,0.67005,0.74612,1.19445,0.0031294,0.0031294,0.0031294
696,11767.1,0.34661,0.36246,1.02033,0.82613,0.79683,0.85818,0.80649,0.75951,0.66827,0.74892,1.19151,0.0031195,0.0031195,0.0031195
697,11784.1,0.32581,0.3699,1.01066,0.82203,0.80121,0.86017,0.80183,0.76094,0.67193,0.74233,1.1978,0.0031096,0.0031096,0.0031096
698,11801.2,0.3285,0.3466,1.00376,0.82255,0.79854,0.84911,0.79384,0.74905,0.67923,0.76128,1.20885,0.0030997,0.0030997,0.0030997
699,11818.3,0.33008,0.36785,1.00369,0.82364,0.78824,0.84532,0.79357,0.74383,0.6799,0.75666,1.20826,0.0030898,0.0030898,0.0030898
700,11835,0.32577,0.36171,0.99848,0.80371,0.80961,0.83505,0.78175,0.73426,0.68057,0.74179,1.21013,0.0030799,0.0030799,0.0030799
701,11852,0.32908,0.36653,1.0091,0.79557,0.80791,0.83305,0.77924,0.72906,0.68512,0.76607,1.21658,0.00307,0.00307,0.00307
702,11868.7,0.32784,0.36303,1.00258,0.79106,0.81279,0.8334,0.77535,0.72583,0.69076,0.75806,1.2263,0.0030601,0.0030601,0.0030601
703,11885.5,0.33317,0.3578,1.0104,0.77854,0.83134,0.82992,0.76976,0.72177,0.69425,0.75603,1.23152,0.0030502,0.0030502,0.0030502
704,11901.7,0.31801,0.34414,0.99579,0.79315,0.8019,0.82113,0.76205,0.71491,0.69133,0.7598,1.2307,0.0030403,0.0030403,0.0030403
705,11918.8,0.34306,0.36694,1.00479,0.79392,0.7994,0.81285,0.75372,0.70909,0.68647,0.77034,1.2249,0.0030304,0.0030304,0.0030304
706,11936,0.33347,0.35056,1.00412,0.78048,0.812,0.80017,0.74363,0.69269,0.6878,0.79077,1.22708,0.0030205,0.0030205,0.0030205
707,11952.9,0.3414,0.36573,1.00845,0.7839,0.80461,0.7909,0.73928,0.6849,0.69417,0.81583,1.24503,0.0030106,0.0030106,0.0030106
708,11969.8,0.32731,0.34712,0.99875,0.8121,0.76272,0.79202,0.73935,0.68759,0.69625,0.84803,1.24098,0.0030007,0.0030007,0.0030007
709,11986.9,0.33601,0.35576,1.00974,0.80897,0.76816,0.79938,0.74608,0.6925,0.69863,0.85592,1.24781,0.0029908,0.0029908,0.0029908
710,12003.9,0.33705,0.34884,1.0132,0.81407,0.75979,0.80087,0.7493,0.69378,0.70182,0.85067,1.25943,0.0029809,0.0029809,0.0029809
711,12020.6,0.32421,0.34006,1.00612,0.82031,0.74871,0.80141,0.7446,0.69482,0.69871,0.8462,1.24648,0.002971,0.002971,0.002971
712,12037.4,0.32579,0.35178,1.00287,0.8138,0.75691,0.80433,0.74262,0.69959,0.69631,0.8274,1.24595,0.0029611,0.0029611,0.0029611
713,12054.4,0.33227,0.36313,1.01379,0.81908,0.78195,0.80619,0.74661,0.69971,0.68771,0.79186,1.22668,0.0029512,0.0029512,0.0029512
714,12071.3,0.34569,0.37475,1.01844,0.8076,0.79874,0.81733,0.75747,0.71262,0.68947,0.79224,1.22687,0.0029413,0.0029413,0.0029413
715,12087.9,0.32769,0.36246,1.0033,0.80527,0.80652,0.82767,0.76816,0.72186,0.69389,0.78599,1.23296,0.0029314,0.0029314,0.0029314
716,12104.9,0.32234,0.34004,1.00512,0.80356,0.82341,0.83177,0.77498,0.72674,0.69028,0.76962,1.22861,0.0029215,0.0029215,0.0029215
717,12122.1,0.32774,0.35846,1.01159,0.81094,0.81682,0.83079,0.7754,0.72738,0.6901,0.76836,1.22736,0.0029116,0.0029116,0.0029116
718,12138.9,0.31205,0.35677,1.01003,0.80892,0.79963,0.81909,0.7626,0.7157,0.68972,0.77933,1.22725,0.0029017,0.0029017,0.0029017
719,12156,0.33253,0.35904,0.99825,0.81133,0.80852,0.81282,0.75373,0.71152,0.68964,0.77342,1.22937,0.0028918,0.0028918,0.0028918
720,12173,0.32515,0.34748,0.99383,0.80737,0.80576,0.81366,0.75629,0.71205,0.68757,0.77065,1.22707,0.0028819,0.0028819,0.0028819
721,12190.2,0.32235,0.35343,1.00194,0.82156,0.78462,0.81107,0.7533,0.70962,0.69083,0.78146,1.24286,0.002872,0.002872,0.002872
722,12207.3,0.33408,0.36766,1.01052,0.80303,0.80833,0.82431,0.76817,0.72259,0.68486,0.79169,1.22426,0.0028621,0.0028621,0.0028621
723,12224,0.33402,0.35402,1.00844,0.82195,0.77864,0.82557,0.76805,0.72056,0.68722,0.78603,1.22614,0.0028522,0.0028522,0.0028522
724,12241,0.32878,0.33134,1.00225,0.82599,0.7767,0.81702,0.76707,0.71436,0.69513,0.78013,1.24116,0.0028423,0.0028423,0.0028423
725,12257.9,0.33034,0.34916,1.00043,0.78946,0.80322,0.81259,0.75471,0.70985,0.69902,0.77948,1.24466,0.0028324,0.0028324,0.0028324
726,12274.4,0.32807,0.36615,1.00481,0.79815,0.77494,0.81235,0.7529,0.71011,0.69855,0.77914,1.24505,0.0028225,0.0028225,0.0028225
727,12291.1,0.32364,0.3442,0.99561,0.79188,0.79075,0.82109,0.7651,0.71933,0.6978,0.76124,1.24181,0.0028126,0.0028126,0.0028126
728,12308.2,0.33413,0.35561,1.00298,0.81761,0.78721,0.83269,0.77081,0.72928,0.69225,0.74909,1.22642,0.0028027,0.0028027,0.0028027
729,12325.2,0.33778,0.36481,1.01197,0.81316,0.78555,0.82155,0.76333,0.71906,0.6912,0.75108,1.22388,0.0027928,0.0027928,0.0027928
730,12342.4,0.32709,0.34168,0.99649,0.81021,0.78869,0.81216,0.75265,0.7091,0.69066,0.75075,1.22558,0.0027829,0.0027829,0.0027829
731,12359.4,0.32736,0.35764,1.01053,0.7821,0.80525,0.80838,0.75234,0.70843,0.68732,0.74673,1.2216,0.002773,0.002773,0.002773
732,12376.7,0.33223,0.34791,1.01378,0.79627,0.81659,0.81238,0.75689,0.71337,0.68353,0.75486,1.21456,0.0027631,0.0027631,0.0027631
733,12393.9,0.33067,0.35346,1.00555,0.81124,0.7977,0.81936,0.76822,0.72131,0.68179,0.76088,1.21143,0.0027532,0.0027532,0.0027532
734,12410.7,0.336,0.35099,0.99968,0.80488,0.7929,0.81239,0.76212,0.71476,0.68443,0.75515,1.21482,0.0027433,0.0027433,0.0027433
735,12427.7,0.317,0.32898,0.99331,0.77724,0.80363,0.8102,0.76181,0.7108,0.69148,0.76366,1.22582,0.0027334,0.0027334,0.0027334
736,12444.6,0.33864,0.37367,1.00765,0.81661,0.78216,0.81122,0.75621,0.70926,0.69515,0.75888,1.2399,0.0027235,0.0027235,0.0027235
737,12461.7,0.32283,0.34743,0.99934,0.81405,0.78152,0.81369,0.76421,0.712,0.69212,0.75961,1.24183,0.0027136,0.0027136,0.0027136
738,12478.8,0.31834,0.3335,0.99913,0.82424,0.78484,0.81672,0.76667,0.71373,0.68981,0.74564,1.2415,0.0027037,0.0027037,0.0027037
739,12495.6,0.32343,0.34387,1.00715,0.82696,0.78486,0.81824,0.76866,0.71596,0.68558,0.73533,1.23476,0.0026938,0.0026938,0.0026938
740,12512.9,0.3238,0.35106,1.00223,0.82015,0.79011,0.81694,0.76221,0.71563,0.68604,0.7337,1.23431,0.0026839,0.0026839,0.0026839
741,12530.3,0.32388,0.35499,1.00858,0.82306,0.79336,0.82463,0.76575,0.72167,0.69016,0.72382,1.23782,0.002674,0.002674,0.002674
742,12547.4,0.32645,0.33767,1.00336,0.81541,0.80124,0.82678,0.76572,0.72121,0.69172,0.72133,1.23861,0.0026641,0.0026641,0.0026641
743,12564.8,0.3149,0.33473,0.98882,0.82496,0.79873,0.82983,0.77021,0.72498,0.69337,0.74033,1.23906,0.0026542,0.0026542,0.0026542
744,12582.3,0.31214,0.33381,0.99187,0.8312,0.76874,0.83454,0.77702,0.72938,0.69338,0.75136,1.23875,0.0026443,0.0026443,0.0026443
745,12599.5,0.32154,0.34271,1.00464,0.80684,0.8124,0.81505,0.75629,0.7103,0.6938,0.75338,1.23941,0.0026344,0.0026344,0.0026344
746,12616.7,0.34161,0.36086,1.00803,0.82316,0.79462,0.81396,0.75494,0.71096,0.6985,0.75501,1.25828,0.0026245,0.0026245,0.0026245
747,12633.8,0.32997,0.34359,1.00814,0.82615,0.7897,0.81298,0.75244,0.70786,0.69737,0.75953,1.25448,0.0026146,0.0026146,0.0026146
748,12650.7,0.30732,0.32656,0.98914,0.83735,0.79447,0.81576,0.7556,0.71111,0.6967,0.74007,1.24903,0.0026047,0.0026047,0.0026047
749,12667.9,0.32324,0.34819,1.00008,0.82713,0.7966,0.82387,0.76715,0.72103,0.69372,0.74151,1.24124,0.0025948,0.0025948,0.0025948
750,12685.2,0.32382,0.36777,0.99874,0.82734,0.79158,0.82274,0.7632,0.71872,0.69239,0.74233,1.23848,0.0025849,0.0025849,0.0025849
751,12702.3,0.31757,0.35778,1.00301,0.81326,0.79696,0.82021,0.75818,0.71589,0.69268,0.74855,1.23577,0.002575,0.002575,0.002575
752,12719.4,0.31973,0.33478,1.00053,0.81952,0.79338,0.82014,0.75829,0.71627,0.6961,0.7429,1.23867,0.0025651,0.0025651,0.0025651
753,12736,0.31378,0.33759,1.00067,0.80442,0.80969,0.82102,0.76081,0.71581,0.69956,0.72945,1.24562,0.0025552,0.0025552,0.0025552
754,12752.6,0.31839,0.35045,1.00139,0.81739,0.79414,0.81497,0.75645,0.71205,0.69981,0.73635,1.24697,0.0025453,0.0025453,0.0025453
755,12769.4,0.32757,0.36398,1.01039,0.7888,0.82151,0.81257,0.75107,0.71263,0.69407,0.74119,1.24231,0.0025354,0.0025354,0.0025354
756,12786.2,0.32407,0.34603,1.00504,0.78096,0.82683,0.81073,0.7511,0.70903,0.68155,0.74112,1.21479,0.0025255,0.0025255,0.0025255
757,12802.6,0.31655,0.34386,0.99421,0.77743,0.83369,0.80969,0.75353,0.70859,0.67713,0.74522,1.20928,0.0025156,0.0025156,0.0025156
758,12819.2,0.31951,0.34291,0.99568,0.77951,0.83762,0.808,0.75254,0.70684,0.67949,0.74666,1.2132,0.0025057,0.0025057,0.0025057
759,12836.1,0.32369,0.3546,0.99739,0.80345,0.82318,0.81285,0.75839,0.71144,0.68213,0.73946,1.21619,0.0024958,0.0024958,0.0024958
760,12852.9,0.31843,0.33106,0.99332,0.80222,0.82292,0.81885,0.76381,0.71504,0.68242,0.74364,1.21574,0.0024859,0.0024859,0.0024859
761,12869.6,0.3153,0.32874,1.00312,0.7918,0.83332,0.81824,0.76061,0.71765,0.68795,0.73485,1.23372,0.002476,0.002476,0.002476
762,12885.9,0.30801,0.34582,0.99076,0.78455,0.84187,0.81982,0.76661,0.71942,0.68362,0.72828,1.22789,0.0024661,0.0024661,0.0024661
763,12902.7,0.30255,0.32956,0.99544,0.79303,0.83692,0.81824,0.76389,0.71868,0.68321,0.73537,1.22769,0.0024562,0.0024562,0.0024562
764,12919.2,0.31481,0.33455,1.00433,0.7919,0.84226,0.81965,0.76249,0.7164,0.68871,0.73601,1.23915,0.0024463,0.0024463,0.0024463
765,12935.9,0.32343,0.34211,0.99834,0.78449,0.84019,0.82118,0.76503,0.71737,0.686,0.73545,1.22627,0.0024364,0.0024364,0.0024364
766,12952.8,0.30952,0.32668,0.99916,0.7956,0.80984,0.82014,0.76437,0.71744,0.692,0.73645,1.24315,0.0024265,0.0024265,0.0024265
767,12969.8,0.31463,0.34392,1.00391,0.80261,0.79852,0.8246,0.76792,0.72196,0.69027,0.74564,1.23123,0.0024166,0.0024166,0.0024166
768,12986.9,0.31745,0.33927,0.99908,0.81034,0.79589,0.81513,0.75786,0.71111,0.69309,0.76121,1.2337,0.0024067,0.0024067,0.0024067
769,13004,0.31245,0.33438,0.99419,0.80234,0.80883,0.8166,0.75549,0.71179,0.69763,0.76243,1.24138,0.0023968,0.0023968,0.0023968
770,13021.1,0.31723,0.32496,0.99476,0.79829,0.80251,0.8232,0.76289,0.71907,0.70177,0.76638,1.25874,0.0023869,0.0023869,0.0023869
771,13037.9,0.30492,0.33138,0.98847,0.7924,0.80583,0.81613,0.75634,0.71146,0.70248,0.76924,1.25842,0.002377,0.002377,0.002377
772,13054.9,0.31222,0.34957,1.00335,0.78021,0.80993,0.81353,0.7543,0.70927,0.70363,0.77467,1.25826,0.0023671,0.0023671,0.0023671
773,13072,0.32086,0.3281,1.00494,0.78298,0.8053,0.81384,0.74941,0.70843,0.70336,0.771,1.25769,0.0023572,0.0023572,0.0023572
774,13088.9,0.30695,0.32313,0.99008,0.79064,0.78147,0.81206,0.74688,0.70731,0.70296,0.76557,1.25503,0.0023473,0.0023473,0.0023473
775,13105.7,0.31415,0.33824,0.99432,0.79147,0.78877,0.8115,0.74833,0.70735,0.70284,0.75376,1.25429,0.0023374,0.0023374,0.0023374
776,13122.6,0.32363,0.35128,1.00915,0.78216,0.82039,0.81463,0.75186,0.71043,0.70194,0.75567,1.25173,0.0023275,0.0023275,0.0023275
777,13139.4,0.32043,0.33584,0.99445,0.80511,0.80193,0.8155,0.75096,0.70966,0.70213,0.7533,1.24868,0.0023176,0.0023176,0.0023176
778,13156.4,0.30622,0.32381,0.99165,0.81316,0.76547,0.81774,0.75652,0.71152,0.69945,0.75407,1.244,0.0023077,0.0023077,0.0023077
779,13173.3,0.31271,0.33643,1.00279,0.79083,0.79122,0.81293,0.75258,0.70722,0.69689,0.76372,1.24182,0.0022978,0.0022978,0.0022978
780,13190.2,0.32178,0.34102,1.00139,0.79892,0.78613,0.80805,0.74631,0.70335,0.69752,0.76269,1.24447,0.0022879,0.0022879,0.0022879
781,13207.3,0.32682,0.33984,1.00982,0.8059,0.78832,0.81161,0.75015,0.70739,0.69682,0.74624,1.24753,0.002278,0.002278,0.002278
782,13224.4,0.29924,0.32495,0.98806,0.81063,0.78213,0.81387,0.75378,0.71108,0.69774,0.73887,1.25073,0.0022681,0.0022681,0.0022681
783,13241.5,0.31007,0.33609,0.99654,0.81242,0.78217,0.81507,0.75663,0.71225,0.69899,0.73657,1.25468,0.0022582,0.0022582,0.0022582
784,13258.8,0.32163,0.34069,1.00454,0.82188,0.77735,0.81729,0.75595,0.71338,0.70061,0.73514,1.25896,0.0022483,0.0022483,0.0022483
785,13275.7,0.32016,0.33727,0.99816,0.81536,0.78311,0.81632,0.75373,0.7125,0.70226,0.74101,1.26566,0.0022384,0.0022384,0.0022384
786,13292.7,0.31354,0.3257,0.98897,0.7506,0.87636,0.8231,0.75983,0.71925,0.69925,0.73827,1.26508,0.0022285,0.0022285,0.0022285
787,13309.8,0.29766,0.31841,0.99072,0.77026,0.85867,0.8256,0.7602,0.72076,0.69705,0.73789,1.25803,0.0022186,0.0022186,0.0022186
788,13327,0.30191,0.32728,0.99819,0.78641,0.84362,0.82643,0.76325,0.72191,0.69735,0.74171,1.25395,0.0022087,0.0022087,0.0022087
789,13343.8,0.31088,0.33271,0.99403,0.79517,0.84757,0.823,0.75863,0.71808,0.70147,0.73683,1.25971,0.0021988,0.0021988,0.0021988
790,13360.8,0.31646,0.33258,0.99563,0.79079,0.85863,0.82838,0.76209,0.72446,0.70152,0.72998,1.2537,0.0021889,0.0021889,0.0021889
791,13377.7,0.30913,0.32321,0.99669,0.7758,0.86667,0.81857,0.7521,0.71476,0.70074,0.73226,1.24924,0.002179,0.002179,0.002179
792,13394.5,0.31655,0.33514,1.00332,0.77085,0.84351,0.81401,0.74936,0.71055,0.69997,0.7366,1.24588,0.0021691,0.0021691,0.0021691
793,13411.4,0.30346,0.32566,0.98281,0.78649,0.83006,0.81231,0.74675,0.70847,0.70206,0.73454,1.25,0.0021592,0.0021592,0.0021592
794,13428.3,0.30849,0.33878,0.99159,0.79511,0.82778,0.8129,0.74894,0.70947,0.70569,0.74021,1.26008,0.0021493,0.0021493,0.0021493
795,13445.2,0.30992,0.34452,0.99904,0.78838,0.83484,0.82023,0.75531,0.71867,0.70584,0.74111,1.26327,0.0021394,0.0021394,0.0021394
796,13462.1,0.32502,0.32457,0.99001,0.77336,0.84263,0.8191,0.75667,0.71857,0.70127,0.74315,1.251,0.0021295,0.0021295,0.0021295
797,13478.9,0.30837,0.32004,0.99129,0.76782,0.8391,0.81766,0.75599,0.71479,0.70203,0.75588,1.25089,0.0021196,0.0021196,0.0021196
798,13495.8,0.31449,0.33013,1.00257,0.77137,0.8433,0.8184,0.75235,0.71324,0.70878,0.76323,1.26551,0.0021097,0.0021097,0.0021097
799,13512.8,0.31755,0.32382,0.99774,0.77105,0.84221,0.81488,0.74766,0.70971,0.70919,0.76495,1.26354,0.0020998,0.0020998,0.0020998
800,13529.8,0.30509,0.33245,0.98183,0.77068,0.84409,0.81473,0.74871,0.70884,0.70936,0.76588,1.26539,0.0020899,0.0020899,0.0020899
801,13546.9,0.30436,0.33069,0.99038,0.77495,0.84152,0.81368,0.75034,0.709,0.70441,0.76784,1.24874,0.00208,0.00208,0.00208
802,13564,0.31265,0.32925,0.99664,0.77285,0.84104,0.81282,0.74848,0.70934,0.70286,0.77436,1.24621,0.0020701,0.0020701,0.0020701
803,13581,0.3091,0.33253,0.98977,0.78069,0.83759,0.81096,0.74808,0.70869,0.70337,0.7783,1.24811,0.0020602,0.0020602,0.0020602
804,13598,0.30697,0.32365,0.99645,0.83258,0.7644,0.81011,0.74792,0.70636,0.70248,0.78587,1.24644,0.0020503,0.0020503,0.0020503
805,13614.9,0.30754,0.32264,0.99536,0.80013,0.80063,0.80331,0.74062,0.70073,0.70275,0.79872,1.2455,0.0020404,0.0020404,0.0020404
806,13632,0.31669,0.32865,0.99589,0.81332,0.79909,0.8083,0.75026,0.70797,0.70111,0.7924,1.24423,0.0020305,0.0020305,0.0020305
807,13649.1,0.29342,0.31176,0.98629,0.82174,0.7924,0.80828,0.75239,0.70884,0.6979,0.78788,1.24111,0.0020206,0.0020206,0.0020206
808,13666,0.30604,0.31729,0.98755,0.8188,0.79509,0.80992,0.75297,0.71067,0.69829,0.7869,1.24289,0.0020107,0.0020107,0.0020107
809,13682.9,0.30154,0.31145,0.9857,0.81949,0.79097,0.8112,0.75537,0.71198,0.69944,0.78491,1.24542,0.0020008,0.0020008,0.0020008
810,13699.9,0.30801,0.31649,0.99437,0.76406,0.83927,0.81112,0.75188,0.71138,0.69849,0.7739,1.24518,0.0019909,0.0019909,0.0019909
811,13716.8,0.29601,0.3236,0.98342,0.82307,0.78835,0.82519,0.76418,0.72304,0.69782,0.77276,1.2451,0.001981,0.001981,0.001981
812,13733.8,0.29391,0.30947,0.98173,0.81901,0.78932,0.81899,0.75914,0.71773,0.69898,0.7754,1.24777,0.0019711,0.0019711,0.0019711
813,13750.8,0.30985,0.31326,1.0004,0.7707,0.83652,0.81806,0.75841,0.71827,0.69632,0.76856,1.24555,0.0019612,0.0019612,0.0019612
814,13767.8,0.3108,0.3302,0.9945,0.77548,0.83465,0.8189,0.75813,0.71894,0.6937,0.76173,1.24122,0.0019513,0.0019513,0.0019513
815,13784.7,0.28923,0.30328,0.98126,0.78254,0.83727,0.81394,0.7533,0.71119,0.69193,0.75601,1.23983,0.0019414,0.0019414,0.0019414
816,13801.4,0.31082,0.31861,0.99262,0.78282,0.83433,0.81582,0.75292,0.71222,0.69136,0.7508,1.2393,0.0019315,0.0019315,0.0019315
817,13818.1,0.30459,0.32203,0.9971,0.81465,0.80607,0.8147,0.75318,0.71161,0.69129,0.75245,1.23893,0.0019216,0.0019216,0.0019216
818,13834.8,0.30142,0.3333,0.99052,0.80194,0.82377,0.81375,0.7541,0.70994,0.69098,0.75136,1.24042,0.0019117,0.0019117,0.0019117
819,13851.6,0.30815,0.31304,0.98939,0.80162,0.82289,0.82138,0.76047,0.71724,0.68931,0.75945,1.23766,0.0019018,0.0019018,0.0019018
820,13868.6,0.30402,0.31011,0.98925,0.79951,0.82186,0.81726,0.76017,0.71648,0.68729,0.75429,1.23654,0.0018919,0.0018919,0.0018919
821,13885.5,0.29781,0.31252,0.97916,0.79805,0.82097,0.81638,0.76102,0.71694,0.68437,0.75183,1.23403,0.001882,0.001882,0.001882
822,13902.3,0.29839,0.31746,0.9859,0.79045,0.83166,0.81671,0.7612,0.71556,0.68532,0.75389,1.23545,0.0018721,0.0018721,0.0018721
823,13919.2,0.30551,0.3139,0.99396,0.82933,0.78468,0.80939,0.74869,0.70585,0.6872,0.75665,1.23725,0.0018622,0.0018622,0.0018622
824,13936.2,0.30167,0.29636,0.98429,0.77853,0.83878,0.81536,0.75307,0.71134,0.68925,0.75979,1.2386,0.0018523,0.0018523,0.0018523
825,13953.2,0.3015,0.31265,0.98476,0.82763,0.7814,0.8146,0.75041,0.71042,0.69086,0.76713,1.24009,0.0018424,0.0018424,0.0018424
826,13969.9,0.30336,0.31364,0.9848,0.82165,0.78237,0.81361,0.75104,0.70979,0.69322,0.76646,1.24295,0.0018325,0.0018325,0.0018325
827,13986.5,0.29386,0.30524,0.98231,0.78532,0.81482,0.81329,0.75117,0.70938,0.6928,0.76009,1.24059,0.0018226,0.0018226,0.0018226
828,14003.4,0.28942,0.303,0.97372,0.7982,0.80471,0.81121,0.74707,0.70865,0.6928,0.76155,1.23946,0.0018127,0.0018127,0.0018127
829,14020.3,0.30473,0.32031,0.98797,0.79565,0.8069,0.81188,0.75048,0.71053,0.69284,0.76409,1.23759,0.0018028,0.0018028,0.0018028
830,14037.4,0.28405,0.31019,0.98019,0.79391,0.80901,0.81056,0.7467,0.70897,0.69211,0.76707,1.23622,0.0017929,0.0017929,0.0017929
831,14054.4,0.31007,0.32301,0.99232,0.77181,0.81395,0.80885,0.74768,0.70779,0.69117,0.77075,1.2356,0.001783,0.001783,0.001783
832,14071.5,0.29286,0.29835,0.97783,0.77122,0.81209,0.8086,0.74833,0.708,0.69172,0.7782,1.23553,0.0017731,0.0017731,0.0017731
833,14088.5,0.29352,0.30608,0.99206,0.77703,0.81172,0.80892,0.74715,0.70834,0.69535,0.78677,1.23934,0.0017632,0.0017632,0.0017632
834,14105.5,0.29729,0.29401,0.97808,0.76789,0.83504,0.80493,0.74056,0.70379,0.69558,0.78045,1.23999,0.0017533,0.0017533,0.0017533
835,14122.3,0.29225,0.31847,0.98132,0.77606,0.83769,0.8043,0.73959,0.70362,0.6939,0.77807,1.23863,0.0017434,0.0017434,0.0017434
836,14139,0.30912,0.31336,0.99637,0.78339,0.83276,0.80493,0.74602,0.70523,0.69305,0.77699,1.23739,0.0017335,0.0017335,0.0017335
837,14155.8,0.31238,0.31957,0.98806,0.78625,0.826,0.80368,0.74479,0.70422,0.69244,0.77979,1.23809,0.0017236,0.0017236,0.0017236
838,14172.8,0.3088,0.31365,0.99901,0.77739,0.83035,0.80338,0.74511,0.70315,0.69248,0.78171,1.23961,0.0017137,0.0017137,0.0017137
839,14189.5,0.2875,0.29862,0.97708,0.76653,0.8391,0.80093,0.74343,0.69955,0.69255,0.78281,1.24083,0.0017038,0.0017038,0.0017038
840,14206.1,0.29615,0.30437,0.98462,0.75045,0.84787,0.80068,0.74392,0.7007,0.69234,0.77873,1.24039,0.0016939,0.0016939,0.0016939
841,14223,0.29916,0.30544,0.98381,0.75137,0.8365,0.79731,0.74273,0.69781,0.69316,0.781,1.24267,0.001684,0.001684,0.001684
842,14240,0.29985,0.30178,0.98621,0.74585,0.84557,0.79646,0.74152,0.69839,0.69228,0.78444,1.24142,0.0016741,0.0016741,0.0016741
843,14257,0.29008,0.2985,0.98294,0.74491,0.83871,0.79528,0.73862,0.69676,0.69385,0.78706,1.24327,0.0016642,0.0016642,0.0016642
844,14273.7,0.30004,0.31088,0.99519,0.74596,0.85849,0.79572,0.74125,0.69757,0.69576,0.78608,1.24677,0.0016543,0.0016543,0.0016543
845,14290.5,0.3006,0.30875,0.97801,0.75253,0.81661,0.79726,0.74077,0.698,0.69497,0.78721,1.24591,0.0016444,0.0016444,0.0016444
846,14307.4,0.29657,0.30443,0.97918,0.75942,0.81269,0.7951,0.73765,0.69672,0.69675,0.78907,1.24847,0.0016345,0.0016345,0.0016345
847,14324.4,0.29067,0.30615,0.99068,0.7916,0.77925,0.79896,0.73935,0.69926,0.69666,0.77705,1.24795,0.0016246,0.0016246,0.0016246
848,14341.3,0.29588,0.30037,0.98813,0.75547,0.8341,0.79991,0.73896,0.70098,0.69512,0.77773,1.24471,0.0016147,0.0016147,0.0016147
849,14358.3,0.28473,0.30781,0.97628,0.75495,0.83,0.7997,0.73828,0.70029,0.69459,0.77772,1.24214,0.0016048,0.0016048,0.0016048
850,14375.3,0.29202,0.29033,0.9852,0.74828,0.83369,0.80171,0.74555,0.70337,0.69403,0.77623,1.24099,0.0015949,0.0015949,0.0015949
851,14392.1,0.28264,0.28811,0.97539,0.75347,0.83116,0.80043,0.74144,0.70136,0.6942,0.77707,1.24,0.001585,0.001585,0.001585
852,14409.2,0.29868,0.33808,0.98759,0.75812,0.85472,0.80211,0.74126,0.70099,0.6948,0.78337,1.2384,0.0015751,0.0015751,0.0015751
853,14426.2,0.28872,0.30063,0.9722,0.76458,0.84796,0.80231,0.73951,0.70065,0.6964,0.78182,1.23867,0.0015652,0.0015652,0.0015652
854,14443.1,0.31044,0.32361,0.99171,0.75949,0.84661,0.8018,0.73757,0.70051,0.6974,0.78513,1.23999,0.0015553,0.0015553,0.0015553
855,14460,0.2958,0.30082,0.97897,0.75776,0.84792,0.8021,0.73794,0.70093,0.69718,0.7829,1.23958,0.0015454,0.0015454,0.0015454
856,14477,0.29196,0.30043,0.98167,0.74246,0.85792,0.80381,0.7369,0.70086,0.69655,0.77503,1.23775,0.0015355,0.0015355,0.0015355
857,14493.9,0.29726,0.314,0.98195,0.77315,0.81478,0.80223,0.73361,0.69861,0.6956,0.77541,1.23626,0.0015256,0.0015256,0.0015256
858,14510.8,0.29624,0.30798,0.9904,0.77982,0.8083,0.80099,0.73322,0.69901,0.69751,0.77205,1.23958,0.0015157,0.0015157,0.0015157
859,14527.9,0.286,0.29735,0.97225,0.81019,0.78218,0.80355,0.73645,0.70026,0.69837,0.76841,1.24166,0.0015058,0.0015058,0.0015058
860,14544.7,0.29383,0.29662,0.9833,0.81409,0.78587,0.80468,0.7376,0.70072,0.69793,0.76696,1.24161,0.0014959,0.0014959,0.0014959
861,14561.6,0.28799,0.28489,0.9712,0.81505,0.78581,0.8031,0.73925,0.6997,0.69801,0.7692,1.2426,0.001486,0.001486,0.001486
